MC	<p>001. 37b1</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	C. <span style="color: DarkGreen;">proofreading</span> is designed in a way that requires a primer	Correct	D. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	E. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>012. 32e2</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	B. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	C. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> does <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	D. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>013. 3dc0</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> does <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	B. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	C. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	D. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>014. fb8c</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	C. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> does <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	D. <span style="color: DarkGreen;">proofreading</span> is designed to allow polymerase to 'start from scratch'	Incorrect	E. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>015. 6a45</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	C. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> does <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Correct	D. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	E. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect
MC	<p>016. 8e73</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> requires a primer to start synthesis	Correct	B. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	C. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	D. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>017. d620</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: DarkGreen;">proofreading</span> is designed to allow polymerase to 'start from scratch'	Incorrect	B. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> requires a primer to start synthesis	Correct	C. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	D. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	E. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect
MC	<p>018. d3b8</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> requires a primer to start synthesis	Correct	B. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to 'start from scratch'	Incorrect	C. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	D. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect
MC	<p>019. 8c57</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> requires a primer to start synthesis	Correct	C. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	D. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect
MC	<p>020. ae0f</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	C. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to 'start from scratch'	Incorrect	D. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> can start synthesis without primer	Correct	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect
MC	<p>021. c7be</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> can start synthesis without primer	Correct	B. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	C. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	D. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect
MC	<p>022. b5a1</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> can start synthesis without primer	Correct	B. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	C. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	D. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	E. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect
MC	<p>023. 30e9</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	C. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	D. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> can start synthesis without primer	Correct	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect
MC	<p>024. 0e3c</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	B. <span style="color: DarkGreen;">proofreading</span> is designed to allow polymerase to 'start from scratch'	Incorrect	C. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	D. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. <span style="color: DarkGreen;">proofreading</span> and 'starting from scratch' have opposite requirements	Correct
MC	<p>025. 5c54</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: DarkGreen;">proofreading</span> and 'starting from scratch' have opposite requirements	Correct	B. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	C. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to 'start from scratch'	Incorrect	D. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	E. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>026. a930</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: DarkGreen;">proofreading</span> and 'starting from scratch' have opposite requirements	Correct	B. <span style="color: #5A8432;"><i>Taq</i> DNA&nbsp;polymerase</span> has <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	C. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	D. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to 'start from scratch'	Incorrect
MC	<p>027. 5c87</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	B. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect	C. the <span style="color: #248f24;">primase</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Incorrect	D. <span style="color: DarkGreen;">proofreading</span> and 'starting from scratch' have opposite requirements	Correct	E. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect
MC	<p>028. 8d25</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> can start synthesis without primer	Incorrect	B. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	C. the <span style="color: #b33000;">3&prime;&rarr;5&prime;</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Correct	D. <span style="color: DarkGreen;">proofreading</span> is designed to allow polymerase to 'start from scratch'	Incorrect	E. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
MC	<p>029. 2d53</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	B. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to 'start from scratch'	Incorrect	C. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	D. the <span style="color: #b33000;">3&prime;&rarr;5&prime;</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Correct	E. <span style="color: #793AAA;">RNA&nbsp;polymerase</span> requires a primer to start synthesis	Incorrect
MC	<p>030. 9238</p> <p>Which one of the following statements is <span style="color: #169179;"><strong>TRUE</strong></span> of <span style="color: DarkGreen;">proofreading</span> by <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span>?</p>	A. <span style="color: DarkGreen;">proofreading</span> is designed to allow polymerase to 'start from scratch'	Incorrect	B. <span style="color: DarkGreen;">proofreading</span> allows <span style="color: #3E3EC4;">DNA&nbsp;polymerase</span> to remove mismatched nucleotides in the <span style="color: #248f24;">primase</span> direction	Incorrect	C. the <span style="color: #b33000;">3&prime;&rarr;5&prime;</span> <span style="color: MediumVioletRed;">exonuclease polymerase domain</span> is required for <span style="color: DarkGreen;">proofreading</span>	Correct	D. most <span style="color: #793AAA;">RNA&nbsp;polymerases</span> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect	E. <span style="color: #3E3EC4;">DNA&nbsp;polymerases</span> do <strong>NOT</strong> have <span style="color: DarkGreen;">proofreading</span> capability	Incorrect
